gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
SSU72,92.392,-0.072515,0.25906,-0.27992,0.77954,0.94508,CD4,UC_vs_HC
AL645728.1,6.857,-0.48367,0.57886,-0.83555,0.40341,0.77996,CD4,UC_vs_HC
FNDC10,0.48312,0.15162,1.4069,0.10777,0.91418,,CD4,UC_vs_HC
AL691432.2,2.8291,-0.35516,0.76573,-0.46382,0.64278,0.90061,CD4,UC_vs_HC
MIB2,13.454,-0.6289,0.74036,-0.84945,0.39563,0.77797,CD4,UC_vs_HC
MMP23B,0.46789,-1.214,1.8441,-0.65828,0.51036,,CD4,UC_vs_HC
CDK11B,40.105,-0.6752,0.28334,-2.383,0.017172,0.18606,CD4,UC_vs_HC
FO704657.1,0.35702,-0.1856,1.916,-0.096868,0.92283,,CD4,UC_vs_HC
SLC35E2B,15.218,-0.53066,0.41067,-1.2922,0.1963,0.59549,CD4,UC_vs_HC
CDK11A,56.582,-0.67989,0.28178,-2.4128,0.015829,0.17854,CD4,UC_vs_HC
SLC35E2A,7.9168,0.18209,0.41746,0.4362,0.66269,0.90618,CD4,UC_vs_HC
NADK,9.2394,-0.0033187,0.35639,-0.0093118,0.99257,0.99802,CD4,UC_vs_HC
GNB1,85.268,0.037175,0.19585,0.18981,0.84946,0.96548,CD4,UC_vs_HC
AL109917.1,0.12677,-1.3329,3.2479,-0.41039,0.68152,,CD4,UC_vs_HC
CALML6,0.057158,-0.0034406,4.0858,-0.00084208,0.99933,,CD4,UC_vs_HC
TMEM52,0.06483,-0.38792,4.1546,-0.093372,0.92561,,CD4,UC_vs_HC
CFAP74,0.20677,-0.44625,2.6279,-0.16981,0.86516,,CD4,UC_vs_HC
GABRD,0.21094,0.004632,2.1384,0.0021662,0.99827,,CD4,UC_vs_HC
AL391845.1,0.046992,-0.97221,4.0794,-0.23832,0.81163,,CD4,UC_vs_HC
PRKCZ,4.2062,-0.10619,0.70658,-0.15029,0.88053,0.97079,CD4,UC_vs_HC
AL590822.2,2.5435,-1.6697,0.76949,-2.1699,0.030013,0.25211,CD4,UC_vs_HC
PRKCZ-AS1,0.14281,0.81868,3.0481,0.26859,0.78825,,CD4,UC_vs_HC
FAAP20,38.624,0.59655,0.71266,0.83708,0.40255,0.77945,CD4,UC_vs_HC
SKI,26.345,-0.72305,0.33377,-2.1663,0.030289,0.25344,CD4,UC_vs_HC
MORN1,1.1089,-0.061623,1.0344,-0.059574,0.95249,,CD4,UC_vs_HC
RER1,70.531,1.0028,0.4325,2.3187,0.020413,0.20511,CD4,UC_vs_HC
PEX10,2.4493,-0.1352,0.80595,-0.16776,0.86677,0.96921,CD4,UC_vs_HC
PLCH2,2.7253,-1.3035,0.76789,-1.6975,0.0896,0.43276,CD4,UC_vs_HC
AL139246.1,0.13525,0.62034,3.2489,0.19094,0.84857,,CD4,UC_vs_HC
PANK4,5.9534,-0.10915,0.57886,-0.18856,0.85044,0.96566,CD4,UC_vs_HC
AL139246.5,22.154,-0.035363,1.0558,-0.033495,0.97328,0.99274,CD4,UC_vs_HC
TNFRSF14-AS1,8.3084,-0.23946,0.43767,-0.54713,0.58429,0.87442,CD4,UC_vs_HC
TNFRSF14,105.76,0.44238,0.35802,1.2356,0.2166,0.62192,CD4,UC_vs_HC
AL139246.3,4.3968,0.14982,0.50822,0.2948,0.76815,0.94185,CD4,UC_vs_HC
FAM213B,6.5641,0.027358,0.53194,0.051429,0.95898,0.98907,CD4,UC_vs_HC
MMEL1,0.94214,-0.80235,1.2778,-0.62789,0.53008,,CD4,UC_vs_HC
TTC34,0.49865,0.17449,1.3104,0.13316,0.89407,,CD4,UC_vs_HC
PRDM16,0.09745,0.10777,4.0687,0.026488,0.97887,,CD4,UC_vs_HC
ARHGEF16,0.30582,-0.64376,2.6,-0.2476,0.80445,,CD4,UC_vs_HC
MEGF6,1.9642,-0.43733,0.89772,-0.48716,0.62614,,CD4,UC_vs_HC
AL513320.1,0.3324,-0.46527,2.1121,-0.22029,0.82565,,CD4,UC_vs_HC
TPRG1L,12.525,-0.27681,0.3703,-0.74752,0.45475,0.81248,CD4,UC_vs_HC
WRAP73,17.889,0.049677,0.39348,0.12625,0.89953,0.97422,CD4,UC_vs_HC
TP73,0.40769,-0.50364,1.7693,-0.28465,0.77591,,CD4,UC_vs_HC
CCDC27,0.083467,-0.96745,4.0778,-0.23725,0.81246,,CD4,UC_vs_HC
SMIM1,1.2251,-0.10593,1.2372,-0.085622,0.93177,,CD4,UC_vs_HC
LRRC47,8.4965,-0.58097,0.41812,-1.3895,0.16468,0.55621,CD4,UC_vs_HC
AL365330.1,0.031277,0.089242,4.0661,0.021948,0.98249,,CD4,UC_vs_HC
CEP104,12.499,-0.57837,0.39481,-1.4649,0.14295,0.52507,CD4,UC_vs_HC
DFFB,4.7634,-0.17417,0.54906,-0.31721,0.75108,0.93762,CD4,UC_vs_HC
C1orf174,22.112,-0.29883,0.27544,-1.0849,0.27796,0.68668,CD4,UC_vs_HC
LINC01134,0.22368,0.22696,3.7344,0.060775,0.95154,,CD4,UC_vs_HC
AL805961.2,0.36669,-1.6904,1.8584,-0.90957,0.36305,,CD4,UC_vs_HC
AJAP1,0.098039,0.54743,3.5689,0.15339,0.87809,,CD4,UC_vs_HC
NPHP4,2.283,-0.57603,0.81866,-0.70363,0.48167,0.82907,CD4,UC_vs_HC
KCNAB2,41.569,-0.25412,0.23308,-1.0903,0.2756,0.68387,CD4,UC_vs_HC
RPL22,2300.3,0.19209,0.11597,1.6564,0.097645,0.44877,CD4,UC_vs_HC
AL031847.1,0.13504,-0.93706,3.3752,-0.27763,0.7813,,CD4,UC_vs_HC
RNF207,5.4694,0.45554,0.70021,0.65057,0.51532,0.84848,CD4,UC_vs_HC
