gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
CNKSR1,0.32382,-0.45734,1.6609,-0.27536,0.78304,,CD8,UC_vs_CD
CEP85,2.7126,0.58651,0.59407,0.98728,0.3235,,CD8,UC_vs_CD
SH3BGRL3,1102.4,0.48678,0.24188,2.0125,0.044172,0.22457,CD8,UC_vs_CD
UBXN11,10.405,-0.83855,0.4246,-1.9749,0.048275,,CD8,UC_vs_CD
CD52,1037.8,-0.12342,0.26626,-0.46351,0.643,0.84864,CD8,UC_vs_CD
CRYBG2,2.1603,-0.2479,1.0544,-0.23512,0.81411,,CD8,UC_vs_CD
ZNF683,13.644,-0.52349,0.73706,-0.71024,,,CD8,UC_vs_CD
LIN28A,0.018335,0.72063,4.1196,0.17493,0.86114,,CD8,UC_vs_CD
DHDDS,15.006,0.71472,0.34957,2.0446,0.040894,,CD8,UC_vs_CD
HMGN2,205.12,-0.087913,0.29482,-0.29819,0.76556,0.89766,CD8,UC_vs_CD
RPS6KA1,23.03,0.35789,0.39216,0.91262,0.36144,,CD8,UC_vs_CD
AL512408.1,0.42115,-1.0558,2.3888,-0.44196,0.65852,,CD8,UC_vs_CD
ARID1A,47.286,0.081032,0.20035,0.40444,0.68589,0.86727,CD8,UC_vs_CD
PIGV,4.6957,-0.14679,0.51175,-0.28684,0.77423,,CD8,UC_vs_CD
ZDHHC18,17.519,-0.55168,0.32388,-1.7034,0.088501,,CD8,UC_vs_CD
SFN,1.39,-0.026043,1.0182,-0.025578,0.97959,,CD8,UC_vs_CD
GPN2,6.4298,-0.47911,0.49048,-0.97682,0.32866,,CD8,UC_vs_CD
GPATCH3,4.8346,-0.1744,0.55455,-0.3145,0.75314,,CD8,UC_vs_CD
NUDC,84.798,0.090335,0.18394,0.4911,0.62336,0.83835,CD8,UC_vs_CD
KDF1,0.25144,0.2651,3.0663,0.086457,0.9311,,CD8,UC_vs_CD
TRNP1,0.086649,0.33196,4.034,0.082292,0.93441,,CD8,UC_vs_CD
SLC9A1,6.2048,0.22033,0.39977,0.55114,0.58154,,CD8,UC_vs_CD
WDTC1,10.837,-0.35512,0.35123,-1.0111,0.31198,,CD8,UC_vs_CD
TMEM222,11.009,-0.32357,0.44316,-0.73015,0.4653,,CD8,UC_vs_CD
SYTL1,14.224,-0.65351,0.67041,-0.97479,0.32966,,CD8,UC_vs_CD
MAP3K6,3.6914,1.3464,0.64282,2.0945,0.036217,,CD8,UC_vs_CD
FCN3,0.06075,1.3384,4.043,0.33104,0.74061,,CD8,UC_vs_CD
GPR3,0.018335,0.72063,4.1196,0.17493,0.86114,,CD8,UC_vs_CD
WASF2,65.984,-0.097187,0.32681,-0.29738,0.76617,0.89789,CD8,UC_vs_CD
FO393419.2,0.042889,1.0803,4.0585,0.26619,0.79009,,CD8,UC_vs_CD
BX293535.1,0.067065,0.046508,4.0495,0.011485,0.99084,,CD8,UC_vs_CD
AHDC1,5.9609,-0.70104,0.47401,-1.479,0.13915,,CD8,UC_vs_CD
FGR,8.2921,0.53733,0.58409,0.91993,0.35761,,CD8,UC_vs_CD
LINC02574,0.049108,1.4288,4.0202,0.35541,0.72228,,CD8,UC_vs_CD
IFI6,30.518,-1.2631,0.72858,-1.7337,0.08298,,CD8,UC_vs_CD
AL445490.1,0.015566,0.27993,4.0583,0.068976,0.94501,,CD8,UC_vs_CD
FAM76A,13.232,-0.42845,0.31912,-1.3426,0.1794,,CD8,UC_vs_CD
STX12,22.894,0.42883,0.2681,1.5995,0.10971,,CD8,UC_vs_CD
PPP1R8,16.065,-0.080234,0.25978,-0.30885,0.75744,,CD8,UC_vs_CD
THEMIS2,7.5092,0.94519,0.41955,2.2529,0.024268,,CD8,UC_vs_CD
RPA2,41.295,0.42312,0.21374,1.9796,0.047746,0.23057,CD8,UC_vs_CD
SMPDL3B,0.18082,-0.02352,2.5427,-0.0092501,0.99262,,CD8,UC_vs_CD
XKR8,3.2951,0.44169,0.64326,0.68664,0.49231,,CD8,UC_vs_CD
EYA3,9.2135,0.14281,0.36602,0.39017,0.69641,,CD8,UC_vs_CD
PTAFR,0.28708,0.13865,1.8846,0.073572,0.94135,,CD8,UC_vs_CD
