paciente,tipo_celular,comparacion,gen,valor_expresion_normalizada,log2FC,padj
GSM6614351_HC-4,Colonocytes,UC_vs_HC,SLC25A28,0.64018,2.1701,0.043185
GSM6614352_HC-5,Colonocytes,UC_vs_HC,SLC25A28,1.0242,2.1701,0.043185
GSM6614353_HC-6,Colonocytes,UC_vs_HC,SLC25A28,0.97888,2.1701,0.043185
GSM6614355_UC-2,Colonocytes,UC_vs_HC,SLC25A28,2.764,2.1701,0.043185
GSM6614356_UC-3,Colonocytes,UC_vs_HC,SLC25A28,3.2156,2.1701,0.043185
GSM6614357_UC-4,Colonocytes,UC_vs_HC,SLC25A28,3.8227,2.1701,0.043185
GSM6614358_UC-5,Colonocytes,UC_vs_HC,SLC25A28,3.6116,2.1701,0.043185
GSM6614359_UC-6,Colonocytes,UC_vs_HC,SLC25A28,2.7413,2.1701,0.043185
GSM6614360_CD-1,Colonocytes,UC_vs_HC,SLC25A28,0,2.1701,0.043185
GSM6614361_CD-2,Colonocytes,UC_vs_HC,SLC25A28,1.6738,2.1701,0.043185
GSM6614362_CD-3,Colonocytes,UC_vs_HC,SLC25A28,3.1306,2.1701,0.043185
GSM6614363_CD-4,Colonocytes,UC_vs_HC,SLC25A28,1.8372,2.1701,0.043185
GSM6614364_CD-5,Colonocytes,UC_vs_HC,SLC25A28,1.9157,2.1701,0.043185
GSM6614365_CD-6,Colonocytes,UC_vs_HC,SLC25A28,1.2804,2.1701,0.043185
