paciente,tipo_celular,comparacion,gen,valor_expresion_normalizada,log2FC,padj
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,4.3366,1.8681,0.048051
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,3.8336,1.8681,0.048051
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,3.0289,1.8681,0.048051
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,4.6393,1.8681,0.048051
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,4.101,1.8681,0.048051
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,6.0359,1.8681,0.048051
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,4.4887,1.8681,0.048051
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,3.5709,1.8681,0.048051
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,5.195,1.8681,0.048051
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,4.9344,1.8681,0.048051
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,7.237,1.8681,0.048051
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,6.8568,1.8681,0.048051
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,4.139,1.8681,0.048051
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,4.6937,1.8681,0.048051
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,6.0083,1.8681,0.048051
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,LTBP1,4.4937,1.8681,0.048051
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,3.4101,1.6625,0.042966
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,2.3832,1.6625,0.042966
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,2.6138,1.6625,0.042966
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,2.5666,1.6625,0.042966
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,2.4154,1.6625,0.042966
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,2.0668,1.6625,0.042966
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,2.8511,1.6625,0.042966
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,4.6729,1.6625,0.042966
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,3.7939,1.6625,0.042966
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,3.9553,1.6625,0.042966
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,2.5643,1.6625,0.042966
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,3.5495,1.6625,0.042966
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,4.6097,1.6625,0.042966
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,4.2588,1.6625,0.042966
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,3.0763,1.6625,0.042966
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,4.4165,1.6625,0.042966
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,4.7763,1.6625,0.042966
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,MTHFD2,2.6886,1.6625,0.042966
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,5.0488,1.6048,0.013019
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,4.242,1.6048,0.013019
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,3.6465,1.6048,0.013019
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,2.656,1.6048,0.013019
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,3.5537,1.6048,0.013019
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,3.2885,1.6048,0.013019
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,5.5157,1.6048,0.013019
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,5.2808,1.6048,0.013019
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,3.5515,1.6048,0.013019
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,3.9553,1.6048,0.013019
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,5.1457,1.6048,0.013019
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,3.1126,1.6048,0.013019
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,5.7146,1.6048,0.013019
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,5.0986,1.6048,0.013019
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,4.9213,1.6048,0.013019
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,4.9261,1.6048,0.013019
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,5.9741,1.6048,0.013019
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,POLE4,5.2216,1.6048,0.013019
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,4.2215,1.4266,0.049557
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,2.8729,1.4266,0.049557
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,4.9282,1.4266,0.049557
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,3.7947,1.4266,0.049557
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,3.0618,1.4266,0.049557
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,4.7503,1.4266,0.049557
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,5.3051,1.4266,0.049557
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,5.1956,1.4266,0.049557
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,5.9066,1.4266,0.049557
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,7.191,1.4266,0.049557
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,4.4919,1.4266,0.049557
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,5.454,1.4266,0.049557
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,5.8378,1.4266,0.049557
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,5.2206,1.4266,0.049557
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,5.6559,1.4266,0.049557
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,4.0731,1.4266,0.049557
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,6.1376,1.4266,0.049557
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,MIR4435-2HG,3.8568,1.4266,0.049557
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,0,6.8328,0.0041092
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,0,6.8328,0.0041092
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,0,6.8328,0.0041092
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,0.46338,6.8328,0.0041092
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,0,6.8328,0.0041092
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,0,6.8328,0.0041092
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,3.0804,6.8328,0.0041092
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,3.3092,6.8328,0.0041092
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,3.2601,6.8328,0.0041092
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,0,6.8328,0.0041092
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,3.8595,6.8328,0.0041092
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,3.7812,6.8328,0.0041092
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,3.3738,6.8328,0.0041092
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,0,6.8328,0.0041092
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,2.9995,6.8328,0.0041092
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,0,6.8328,0.0041092
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,6.7963,6.8328,0.0041092
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,FAP,0.83038,6.8328,0.0041092
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,4.2215,1.0664,0.0041092
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,4.8809,1.0664,0.0041092
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,4.0324,1.0664,0.0041092
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,4.1116,1.0664,0.0041092
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,4.7753,1.0664,0.0041092
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,4.9119,1.0664,0.0041092
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,4.4681,1.0664,0.0041092
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.6443,1.0664,0.0041092
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.3464,1.0664,0.0041092
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.3543,1.0664,0.0041092
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.3551,1.0664,0.0041092
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.9348,1.0664,0.0041092
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.4312,1.0664,0.0041092
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.4374,1.0664,0.0041092
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.7643,1.0664,0.0041092
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.7284,1.0664,0.0041092
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.7698,1.0664,0.0041092
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,ITGAV,5.3465,1.0664,0.0041092
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,2.0738,2.2667,6.7022e-05
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,3.5289,2.2667,6.7022e-05
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,2.8878,2.2667,6.7022e-05
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,2.7402,2.2667,6.7022e-05
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,2.5608,2.2667,6.7022e-05
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,2.8033,2.2667,6.7022e-05
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,2.8511,2.2667,6.7022e-05
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,4.6729,2.2667,6.7022e-05
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,3.2601,2.2667,6.7022e-05
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,4.5089,2.2667,6.7022e-05
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,4.7108,2.2667,6.7022e-05
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,4.6122,2.2667,6.7022e-05
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,3.9116,2.2667,6.7022e-05
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,4.6548,2.2667,6.7022e-05
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,5.2872,2.2667,6.7022e-05
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,5.3019,2.2667,6.7022e-05
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,5.3833,2.2667,6.7022e-05
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,MYO1B,3.9323,2.2667,6.7022e-05
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,6.4274,2.7752,6.5211e-05
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,7.7412,2.7752,6.5211e-05
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,6.923,2.7752,6.5211e-05
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,6.9815,2.7752,6.5211e-05
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,4.7654,2.7752,6.5211e-05
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,6.8804,2.7752,6.5211e-05
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,8.4473,2.7752,6.5211e-05
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,8.6106,2.7752,6.5211e-05
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,9.9957,2.7752,6.5211e-05
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,8.9809,2.7752,6.5211e-05
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,10.901,2.7752,6.5211e-05
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,9.6096,2.7752,6.5211e-05
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,9.3589,2.7752,6.5211e-05
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,9.1535,2.7752,6.5211e-05
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,9.9063,2.7752,6.5211e-05
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,9.667,2.7752,6.5211e-05
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,10.543,2.7752,6.5211e-05
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,IGFBP5,7.6859,2.7752,6.5211e-05
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,0,7.1432,0.0034863
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,1.0386,7.1432,0.0034863
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,0,7.1432,0.0034863
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,0,7.1432,0.0034863
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,0,7.1432,0.0034863
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,0,7.1432,0.0034863
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,1.1655,7.1432,0.0034863
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,4.3959,7.1432,0.0034863
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,0,7.1432,0.0034863
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,0,7.1432,0.0034863
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,0.69092,7.1432,0.0034863
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,0.59449,7.1432,0.0034863
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,6.0566,7.1432,0.0034863
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,4.8184,7.1432,0.0034863
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,3.523,7.1432,0.0034863
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,4.4165,7.1432,0.0034863
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,0,7.1432,0.0034863
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,DES,3.4056,7.1432,0.0034863
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,5.5713,-1.2133,0.0041092
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,5.2034,-1.2133,0.0041092
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,5.3005,-1.2133,0.0041092
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,5.4529,-1.2133,0.0041092
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,5.6053,-1.2133,0.0041092
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,5.7556,-1.2133,0.0041092
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,4.2962,-1.2133,0.0041092
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,4.541,-1.2133,0.0041092
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,4.1827,-1.2133,0.0041092
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,2.2104,-1.2133,0.0041092
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,4.3686,-1.2133,0.0041092
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,4.1968,-1.2133,0.0041092
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,2.5066,-1.2133,0.0041092
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,2.0086,-1.2133,0.0041092
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,4.1027,-1.2133,0.0041092
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,4.0731,-1.2133,0.0041092
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,5.0635,-1.2133,0.0041092
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,FBLN2,4.6657,-1.2133,0.0041092
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,0,2.688,0.0068227
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,3.655,2.688,0.0068227
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,2.8878,2.688,0.0068227
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,2.7402,2.688,0.0068227
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,2.8519,2.688,0.0068227
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,3.1657,2.688,0.0068227
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,4.7604,2.688,0.0068227
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,3.8448,2.688,0.0068227
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,5.7715,2.688,0.0068227
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,3.0454,2.688,0.0068227
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,4.5686,2.688,0.0068227
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,4.9344,2.688,0.0068227
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,4.3025,2.688,0.0068227
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,4.6548,2.688,0.0068227
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,4.3393,2.688,0.0068227
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,4.8145,2.688,0.0068227
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,7.2251,2.688,0.0068227
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,TMEM158,3.4746,2.688,0.0068227
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,3.174,1.1112,0.042807
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,2.6488,1.1112,0.042807
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,2.2753,1.1112,0.042807
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,3.1002,1.1112,0.042807
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,2.8519,1.1112,0.042807
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,2.3181,1.1112,0.042807
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,3.4521,1.1112,0.042807
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,2.9418,1.1112,0.042807
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,2.4033,1.1112,0.042807
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,0,1.1112,0.042807
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,3.3526,1.1112,0.042807
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,2.8317,1.1112,0.042807
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,5.0781,1.1112,0.042807
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,4.0107,1.1112,0.042807
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,3.2187,1.1112,0.042807
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,3.3286,1.1112,0.042807
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,3.7082,1.1112,0.042807
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,KPNA1,3.8307,1.1112,0.042807
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,3.174,1.599,0.0044236
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,2.8729,1.599,0.0044236
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,2.2753,1.599,0.0044236
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,2.2593,1.599,0.0044236
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,2.2538,1.599,0.0044236
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,1.5818,1.599,0.0044236
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,3.0804,1.599,0.0044236
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,1.6906,1.599,0.0044236
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,3.2601,1.599,0.0044236
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,2.2104,1.599,0.0044236
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,3.3526,1.599,0.0044236
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,2.3447,1.599,0.0044236
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,3.3738,1.599,0.0044236
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,3.3322,1.599,0.0044236
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,3.2187,1.599,0.0044236
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,2.9607,1.599,0.0044236
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,4.3118,1.599,0.0044236
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,UBA5,3.9323,1.599,0.0044236
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,4.0917,-1.9397,0.02981
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,3.3907,-1.9397,0.02981
