gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
TMEM52,0.10048,-0.70879,4.0541,-0.17483,0.86121,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
CFAP74,0.02833,0.174,4.0768,0.04268,0.96596,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL391845.2,0.26016,-0.97767,4.0447,-0.24171,0.809,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
GABRD,0.28981,-0.98417,1.8626,-0.52839,0.59723,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
PRKCZ,1.129,-0.96949,0.93999,-1.0314,0.30236,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL590822.2,0.26372,-1.0912,2.2754,-0.47957,0.63154,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
PRKCZ-AS1,0.76037,-2.2003,1.5927,-1.3815,0.16713,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
FAAP20,31.031,-1.0067,0.66582,-1.512,0.13054,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
SKI,19.807,-0.96667,0.2837,-3.4074,0.00065588,0.40253,Fibroblast (subtipo indeterminado),UC_vs_CD
MORN1,0.92065,0.2698,0.97044,0.27802,0.781,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
RER1,30.859,-0.57736,0.4381,-1.3179,0.18755,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
PEX10,2.4189,-0.25485,0.71427,-0.3568,0.72124,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
PANK4,1.9489,-0.1079,1.3149,-0.082063,0.9346,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL139246.5,0.46429,-2.7073,1.8653,-1.4514,0.14666,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
TNFRSF14-AS1,1.25,-0.25655,0.90628,-0.28308,0.77711,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
TNFRSF14,22.219,-0.4076,0.41038,-0.99325,0.32059,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
FAM213B,2.5084,-0.12632,0.77111,-0.16381,0.86988,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
TTC34,0.191,0.44842,2.6194,0.17119,0.86407,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
LINC00982,0.085539,-0.59533,4.0862,-0.14569,0.88416,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
PRDM16,0.55942,-2.3054,2.1735,-1.0607,0.28883,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL590438.1,0.022149,-0.25111,4.1354,-0.060723,0.95158,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ARHGEF16,0.30348,-1.3659,3.4705,-0.39357,0.6939,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
MEGF6,0.83543,0.13058,1.363,0.095802,0.92368,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL513320.1,0.133,-1.4991,2.4505,-0.61174,0.54071,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
TPRG1L,3.6532,-0.2275,0.51417,-0.44246,0.65815,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
WRAP73,6.0816,-0.53437,0.47817,-1.1175,0.26377,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
TP73,0.01047,-0.11433,4.1432,-0.027594,0.97799,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
SMIM1,1.6101,0.075836,0.95313,0.079565,0.93658,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
LRRC47,6.0835,0.29699,0.54461,0.54532,0.58553,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL365330.1,0.22943,-1.2505,2.4742,-0.50543,0.61326,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
CEP104,4.0843,0.06987,0.4915,0.14216,0.88696,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
DFFB,2.1201,-0.15011,0.9251,-0.16227,0.8711,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
C1orf174,6.6165,0.18687,0.43316,0.43141,0.66617,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
LINC01134,0.068895,-0.055378,3.8317,-0.014452,0.98847,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
